time,PT1: HP,PT2: FUEL,PT3: OX,PT4: ENG?, PT5,PT6,PT7,PT8
18:56:38:667,115,3,2,2872,5092,2770,2705,2872
18:56:38:869,115,3,2,2871,5081,2771,2704,2871
18:56:38:995,115,3,2,2874,5078,2770,2704,2874
18:56:39:179,115,3,2,2875,5073,2769,2705,2875
18:56:39:303,114,3,2,2872,5061,2769,2704,2872
18:56:39:430,114,3,2,2875,5053,2763,2707,2875
18:56:39:569,113,3,2,2875,5050,2766,2704,2875
18:56:39:773,113,3,2,2872,5040,2768,2703,2872
18:56:39:896,113,3,2,2876,5034,2766,2704,2876
18:56:40:082,112,3,2,2874,5024,2769,2705,2874
18:56:40:207,112,3,2,2875,5022,2772,2705,2875
18:56:40:364,112,3,2,2876,5010,2765,2705,2876
18:56:40:490,111,3,2,2875,5005,2769,2705,2875
18:56:40:674,111,3,2,2877,4993,2770,2704,2877
18:56:40:799,110,3,2,2872,4985,2769,2703,2872
18:56:40:926,110,3,2,2876,4983,2767,2702,2876
18:56:41:081,110,3,2,2876,4975,2768,2704,2876
18:56:41:268,109,3,2,2878,4966,2771,2704,2878
18:56:41:392,109,3,2,2873,4956,2770,2703,2873
18:56:41:581,109,3,2,2871,4952,2769,2704,2871
18:56:41:708,108,3,2,2874,4946,2769,2703,2874
18:56:41:866,108,3,2,2876,4935,2768,2698,2876
18:56:41:990,108,3,2,2875,4929,2769,2706,2875
18:56:42:177,107,3,2,2872,4924,2770,2704,2872
18:56:42:302,107,3,2,2875,4916,2772,2703,2875
18:56:42:428,107,3,2,2872,4909,2765,2702,2872
18:56:42:569,106,3,2,2874,4899,2771,2704,2874
18:56:42:773,106,3,2,2874,4893,2766,2704,2874
18:56:42:900,106,3,2,2869,4885,2764,2701,2869
18:56:43:086,105,3,2,2873,4879,2770,2701,2873
18:56:43:211,105,3,2,2875,4874,2768,2704,2875
18:56:43:365,105,3,2,2871,4865,2769,2702,2871
18:56:43:489,104,3,2,2872,4859,2767,2702,2872
18:56:43:677,104,3,2,2869,4856,2769,2703,2869
18:56:43:803,104,3,2,2874,4845,2769,2702,2874
18:56:43:928,103,3,2,2874,4837,2770,2703,2874
18:56:44:067,103,3,2,2869,4833,2767,2704,2869
18:56:44:272,103,3,2,2876,4826,2768,2700,2876
18:56:44:397,102,3,2,2874,4815,2768,2705,2874
18:56:44:583,102,3,2,2872,4809,2768,2703,2872
18:56:44:706,102,3,2,2876,4802,2771,2702,2876
18:56:44:835,102,3,2,2874,4800,2765,2703,2874
18:56:44:973,101,3,2,2873,4789,2769,2704,2873
18:56:45:176,101,3,2,2874,4785,2769,2700,2874
18:56:45:299,100,3,2,2873,4775,2766,2704,2873
18:56:45:428,100,3,2,2872,4767,2766,2704,2872
18:56:45:566,100,3,2,2873,4760,2769,2700,2873
18:56:45:768,100,3,2,2873,4758,2770,2702,2873
18:56:45:892,99,3,2,2876,4749,2765,2701,2876
18:56:46:080,99,3,2,2876,4743,2768,2702,2876
18:56:46:205,99,3,2,2872,4737,2767,2701,2872
18:56:46:332,98,3,2,2869,4732,2767,2704,2869
18:56:46:472,98,3,2,2870,4723,2769,2702,2870
18:56:46:672,98,3,2,2872,4716,2768,2704,2872
18:56:46:796,97,3,2,2872,4707,2768,2701,2872
18:56:46:984,97,3,2,2874,4701,2764,2700,2874
18:56:47:108,97,3,2,2872,4695,2767,2701,2872
18:56:47:234,96,3,2,2870,4690,2765,2702,2870
18:56:47:373,96,3,2,2872,4684,2768,2704,2872
18:56:47:577,96,3,2,2874,4675,2765,2700,2874
18:56:47:701,96,3,2,2872,4674,2765,2701,2872
18:56:47:829,95,3,2,2867,4661,2767,2704,2867
18:56:47:967,95,3,2,2874,4656,2767,2699,2874
18:56:48:169,94,3,2,2875,4648,2766,2702,2875
18:56:48:293,94,3,2,2873,4641,2767,2701,2873
18:56:48:481,94,3,2,2874,4637,2768,2703,2874
18:56:48:606,93,3,2,2874,4631,2766,2704,2874
18:56:48:734,93,3,2,2872,4624,2768,2700,2872
18:56:48:869,93,3,2,2875,4614,2770,2700,2875
18:56:49:072,93,3,2,2871,4616,2765,2702,2871
18:56:49:197,92,3,2,2873,4605,2770,2697,2873
18:56:49:384,92,3,2,2873,4599,2767,2703,2873
18:56:49:510,92,3,2,2871,4593,2771,2698,2871
18:56:49:635,91,3,2,2874,4586,2763,2703,2874
18:56:49:772,91,3,2,2870,4581,2766,2702,2870
18:56:49:975,91,3,2,2870,4575,2768,2706,2870
18:56:50:102,90,3,2,2870,4567,2768,2701,2870
18:56:50:226,90,3,2,2873,4560,2766,2704,2873
18:56:50:366,90,3,2,2871,4559,2764,2700,2871
18:56:50:568,90,3,2,2873,4550,2764,2701,2873
18:56:50:693,89,3,2,2874,4544,2768,2702,2874
18:56:50:879,89,3,2,2870,4537,2768,2702,2870
18:56:51:003,89,3,2,2876,4533,2767,2702,2876
18:56:51:130,88,3,2,2870,4522,2769,2700,2870
18:56:51:268,88,3,2,2870,4519,2770,2705,2870
18:56:51:472,88,3,2,2872,4515,2772,2702,2872
18:56:51:595,87,3,2,2871,4500,2772,2701,2871
18:56:51:783,87,3,2,2871,4502,2769,2702,2871
18:56:51:906,87,3,2,2873,4493,2765,2702,2873
18:56:52:034,87,3,2,2872,4485,2767,2702,2872
18:56:52:172,87,3,2,2871,4486,2767,2700,2871
18:56:52:375,86,3,2,2873,4474,2764,2700,2873
18:56:52:498,86,3,2,2874,4473,2769,2702,2874
18:56:52:684,85,3,2,2872,4463,2769,2702,2872
18:56:52:811,85,3,2,2871,4462,2766,2700,2871
18:56:52:938,85,3,2,2875,4453,2767,2700,2875
18:56:53:076,85,3,2,2870,4449,2765,2702,2870
18:56:53:275,85,3,2,2871,4443,2766,2704,2871
18:56:53:401,84,3,2,2871,4436,2765,2701,2871
18:56:53:529,84,3,2,2871,4427,2763,2700,2871
18:56:53:667,84,3,2,2867,4425,2768,2702,2867
18:56:53:871,83,3,2,2870,4414,2767,2700,2870
18:56:53:995,83,3,2,2870,4414,2768,2698,2870
18:56:54:183,83,3,2,2871,4411,2767,2700,2871
18:56:54:306,83,3,2,2874,4403,2767,2700,2874
18:56:54:434,82,3,2,2870,4394,2768,2704,2870
18:56:54:573,82,3,2,2872,4388,2762,2701,2872
18:56:54:775,82,3,2,2871,4385,2768,2698,2871
18:56:54:899,81,3,2,2870,4377,2767,2706,2870
18:56:55:084,81,3,2,2872,4373,2767,2701,2872
18:56:55:206,81,3,2,2869,4367,2766,2699,2869
18:56:55:334,81,3,2,2873,4360,2767,2701,2873
18:56:55:473,80,3,2,2870,4357,2765,2700,2870
18:56:55:677,80,3,2,2873,4351,2765,2700,2873
18:56:55:801,80,3,2,2877,4346,2763,2701,2877
18:56:55:929,80,3,2,2871,4339,2767,2697,2871
18:56:56:067,80,3,2,2871,4339,2768,2701,2871
18:56:56:271,79,3,2,2868,4326,2764,2701,2868
18:56:56:398,79,3,2,2871,4323,2768,2702,2871
18:56:56:587,78,3,2,2874,4316,2766,2700,2874
18:56:56:710,78,3,2,2871,4308,2767,2699,2871
18:56:56:837,78,3,2,2868,4303,2766,2700,2868
18:56:56:975,78,3,2,2866,4302,2766,2699,2866
18:56:57:175,77,3,2,2867,4295,2765,2700,2867
18:56:57:301,77,3,2,2870,4289,2764,2699,2870
18:56:57:428,77,3,2,2870,4286,2767,2699,2870
18:56:57:584,77,3,2,2872,4277,2765,2699,2872
18:56:57:771,76,3,2,2868,4274,2764,2698,2868
18:56:57:895,76,3,2,2870,4268,2765,2700,2870
18:56:58:083,76,3,2,2870,4263,2769,2700,2870
18:56:58:208,76,3,2,2874,4257,2762,2702,2874
18:56:58:334,75,3,2,2867,4252,2764,2702,2867
18:56:58:472,75,3,2,2866,4246,2765,2702,2866
18:56:58:675,75,3,2,2872,4242,2768,2702,2872
18:56:58:798,75,3,2,2872,4234,2766,2697,2872
18:56:58:925,74,3,2,2873,4231,2765,2701,2873
18:56:59:081,74,3,2,2868,4227,2765,2699,2868
18:56:59:284,74,3,2,2871,4217,2762,2697,2871
18:56:59:407,74,3,2,2871,4218,2767,2695,2871
18:56:59:535,73,3,2,2868,4208,2766,2700,2868
18:56:59:674,73,3,2,2873,4201,2765,2703,2873
18:56:59:877,73,3,2,2870,4199,2766,2700,2870
18:57:00:001,73,3,2,2872,4194,2766,2702,2872
18:57:00:128,73,3,2,2869,4192,2766,2703,2869
18:57:00:282,72,3,2,2872,4183,2762,2703,2872
18:57:00:486,72,3,2,2872,4180,2764,2701,2872
18:57:00:609,72,3,1,2871,4174,2764,2694,2871
18:57:00:740,71,3,2,2868,4163,2764,2699,2868
18:57:00:875,71,3,2,2871,4163,2766,2700,2871
18:57:01:077,71,3,2,2871,4158,2763,2701,2871
18:57:01:201,71,3,2,2870,4156,2762,2697,2870
18:57:01:328,70,3,2,2870,4145,2767,2700,2870
18:57:01:482,70,3,2,2870,4143,2764,2702,2870
18:57:01:687,70,3,2,2872,4136,2764,2699,2872
18:57:01:811,70,3,2,2870,4136,2766,2700,2870
18:57:01:940,70,3,2,2873,4129,2766,2698,2873
18:57:02:080,69,3,2,2872,4124,2768,2701,2872
18:57:02:283,69,3,2,2873,4119,2764,2698,2873
18:57:02:408,69,3,2,2870,4114,2766,2699,2870
18:57:02:533,68,3,2,2867,4106,2765,2702,2867
18:57:02:687,68,3,1,2870,4103,2766,2694,2870
18:57:02:871,68,3,2,2866,4103,2765,2702,2866
18:57:02:994,68,3,2,2871,4097,2761,2699,2871
18:57:03:183,68,3,2,2869,4092,2768,2699,2869
18:57:03:304,67,3,2,2874,4083,2767,2701,2874
18:57:03:433,67,3,2,2867,4082,2760,2700,2867
18:57:03:587,67,3,2,2868,4076,2766,2697,2868
18:57:03:775,67,3,2,2867,4071,2767,2700,2867
18:57:03:900,67,3,2,2870,4066,2766,2700,2870
18:57:04:087,66,3,2,2869,4061,2764,2700,2869
18:57:04:210,66,3,2,2867,4054,2765,2701,2867
18:57:04:339,66,3,2,2869,4052,2767,2699,2869
18:57:04:477,66,3,2,2865,4046,2764,2695,2865
18:57:04:681,65,3,2,2868,4043,2765,2699,2868
18:57:04:804,65,3,2,2872,4034,2765,2703,2872
18:57:05:082,65,3,2,2868,4026,2764,2696,2868
18:57:05:378,64,3,2,2866,4020,2763,2698,2866
18:57:05:676,64,3,2,2869,4009,2762,2698,2869
18:57:05:986,64,3,2,2863,4003,2765,2699,2863
18:57:06:281,63,3,2,2870,3990,2764,2697,2870
18:57:06:423,63,3,2,2867,3989,2766,2699,2867
18:57:06:612,62,3,2,2863,3980,2765,2696,2863
18:57:06:736,62,3,2,2867,3978,2764,2695,2867
18:57:06:874,62,3,2,2867,3971,2763,2702,2867
18:57:07:015,62,3,2,2867,3969,2764,2701,2867
18:57:07:203,62,3,2,2870,3964,2758,2695,2870
18:57:07:329,61,3,2,2869,3958,2764,2701,2869
18:57:07:482,61,3,2,2868,3955,2764,2700,2868
18:57:07:623,61,3,2,2868,3952,2768,2698,2868
18:57:07:810,61,3,2,2870,3946,2765,2701,2870
18:57:07:937,61,3,2,2865,3940,2763,2698,2865
18:57:08:077,60,3,2,2868,3936,2764,2699,2868
18:57:08:219,60,3,2,2870,3932,2766,2695,2870
18:57:08:407,60,3,2,2867,3928,2767,2698,2867
18:57:08:533,60,3,2,2868,3924,2764,2700,2868
18:57:08:690,60,3,2,2869,3920,2765,2698,2869
18:57:08:816,59,3,2,2867,3916,2766,2700,2867
18:57:09:004,59,3,2,2867,3908,2764,2701,2867
18:57:09:126,59,3,2,2866,3905,2763,2699,2866
18:57:09:283,59,3,2,2870,3902,2765,2702,2870
18:57:09:424,59,3,2,2870,3899,2764,2698,2870
18:57:09:610,59,3,2,2869,3897,2764,2697,2869
18:57:09:737,58,3,2,2870,3887,2769,2695,2870
18:57:09:877,58,3,2,2869,3887,2764,2701,2869
18:57:10:019,58,3,2,2867,3882,2765,2700,2867
18:57:10:205,57,3,2,2864,3875,2763,2698,2864
18:57:10:329,57,3,2,2867,3872,2768,2699,2867
18:57:10:486,57,3,1,2868,3867,2764,2694,2868
18:57:10:626,57,3,2,2866,3864,2765,2698,2866
18:57:10:813,57,3,2,2868,3857,2765,2696,2868
18:57:10:936,57,3,2,2868,3858,2763,2698,2868
18:57:11:076,56,3,2,2867,3852,2764,2698,2867
18:57:11:217,56,3,2,2866,3849,2765,2697,2866
18:57:11:405,56,3,2,2868,3848,2764,2699,2868
18:57:11:529,56,3,2,2866,3839,2761,2700,2866
18:57:11:686,56,3,2,2869,3835,2765,2699,2869
18:57:11:825,55,3,2,2868,3832,2761,2695,2868
18:57:12:012,55,3,2,2866,3823,2765,2697,2866
18:57:12:137,55,3,2,2867,3821,2764,2696,2867
18:57:12:278,55,3,2,2867,3817,2764,2697,2867
18:57:12:416,55,3,2,2873,3814,2762,2698,2873
18:57:12:605,54,3,2,2865,3808,2764,2695,2865
18:57:12:730,54,3,2,2869,3805,2763,2699,2869
18:57:12:887,54,3,2,2867,3800,2761,2697,2867
18:57:13:027,54,3,2,2865,3795,2764,2697,2865
18:57:13:219,54,3,2,2866,3793,2764,2697,2866
18:57:13:343,53,3,2,2863,3791,2765,2702,2863
18:57:13:486,53,3,2,2865,3787,2764,2698,2865
18:57:13:626,53,3,2,2866,3780,2764,2699,2866
18:57:13:814,53,3,2,2864,3779,2766,2701,2864
18:57:13:939,53,3,2,2866,3772,2763,2699,2866
18:57:14:082,52,3,2,2862,3769,2765,2698,2862
18:57:14:223,52,3,2,2865,3769,2760,2696,2865
18:57:14:408,52,3,2,2861,3765,2762,2697,2861
18:57:14:532,52,3,2,2866,3760,2762,2697,2866
18:57:14:687,52,3,2,2867,3754,2760,2698,2867
18:57:14:827,52,3,2,2865,3751,2764,2700,2865
18:57:15:014,51,3,1,2867,3744,2764,2694,2867
18:57:15:139,51,3,2,2865,3744,2761,2696,2865
18:57:15:280,51,3,2,2861,3737,2761,2698,2861
18:57:15:420,51,3,2,2866,3732,2761,2698,2866
18:57:15:609,51,3,2,2865,3732,2767,2698,2865
18:57:15:732,50,3,2,2867,3723,2763,2698,2867
18:57:15:889,50,3,2,2862,3726,2763,2696,2862
18:57:16:029,50,3,2,2864,3718,2763,2697,2864
18:57:16:215,50,3,2,2865,3716,2762,2701,2865
18:57:16:340,50,3,1,2868,3708,2764,2693,2868
18:57:16:480,50,3,2,2864,3709,2763,2698,2864
18:57:16:621,49,3,2,2864,3703,2762,2700,2864
18:57:16:809,49,3,2,2866,3701,2763,2697,2866
18:57:16:935,49,3,2,2870,3696,2762,2702,2870
18:57:17:092,49,3,2,2867,3693,2762,2702,2867
18:57:17:228,49,3,2,2866,3694,2763,2696,2866
18:57:17:418,48,3,2,2863,3682,2762,2695,2863
18:57:17:540,48,3,2,2863,3686,2764,2699,2863
18:57:17:696,48,3,2,2864,3684,2764,2695,2864
18:57:17:818,48,3,2,2863,3671,2763,2695,2863
18:57:18:005,48,3,1,2866,3673,2765,2692,2866
18:57:18:131,48,3,1,2870,3671,2759,2693,2870
18:57:18:287,47,3,2,2864,3663,2765,2696,2864
18:57:18:427,47,3,1,2865,3661,2763,2694,2865
18:57:18:615,47,3,1,2864,3657,2763,2694,2864
18:57:18:739,47,3,1,2862,3654,2764,2694,2862
18:57:18:898,47,3,2,2863,3649,2765,2698,2863
18:57:19:022,47,3,2,2862,3649,2762,2696,2862
18:57:19:210,46,3,2,2866,3641,2763,2696,2866
18:57:19:335,46,3,2,2866,3638,2762,2698,2866
18:57:19:491,46,3,2,2866,3635,2762,2695,2866
18:57:19:617,46,3,2,2862,3631,2765,2695,2862
18:57:19:804,46,3,2,2865,3627,2764,2697,2865
18:57:19:926,46,3,2,2865,3627,2762,2698,2865
18:57:20:111,46,3,2,2864,3624,2763,2698,2864
18:57:20:236,45,3,2,2865,3620,2762,2700,2865
18:57:20:391,45,3,1,2861,3614,2766,2691,2861
18:57:20:516,45,3,1,2865,3607,2763,2694,2865
18:57:20:702,45,3,1,2866,3607,2764,2694,2866
18:57:20:826,45,3,2,2865,3603,2768,2695,2865
18:57:21:015,44,3,2,2866,3599,2761,2695,2866
18:57:21:140,44,3,2,2865,3599,2760,2696,2865
18:57:21:294,44,3,2,2862,3597,2768,2697,2862
18:57:21:418,44,3,1,2864,3593,2759,2694,2864
18:57:21:605,44,3,2,2869,3587,2763,2695,2869
18:57:21:731,44,3,2,2866,3582,2765,2695,2866
18:57:21:884,44,3,2,2865,3584,2762,2700,2865
18:57:22:026,43,3,1,2866,3575,2759,2694,2866
18:57:22:215,43,3,1,2865,3570,2761,2693,2865
18:57:22:341,43,3,2,2865,3570,2761,2700,2865
18:57:22:493,43,3,1,2865,3565,2759,2694,2865
18:57:22:618,43,3,2,2865,3563,2759,2699,2865
18:57:22:805,42,3,1,2863,3560,2765,2692,2863
18:57:22:931,42,3,2,2864,3557,2763,2697,2864
18:57:23:117,42,3,1,2863,3551,2764,2693,2863
18:57:23:241,42,3,1,2863,3551,2762,2694,2863
18:57:23:398,42,3,2,2868,3549,2761,2695,2868
18:57:23:522,42,3,1,2861,3541,2759,2694,2861
18:57:23:713,41,3,2,2863,3538,2764,2696,2863
18:57:23:839,41,3,1,2863,3536,2765,2691,2863
18:57:23:996,41,3,1,2861,3535,2761,2692,2861
18:57:24:121,41,3,2,2860,3526,2764,2697,2860
18:57:24:307,41,3,2,2863,3524,2761,2699,2863
18:57:24:433,41,3,1,2860,3520,2766,2693,2860
18:57:24:620,41,3,2,2865,3522,2762,2696,2865
18:57:24:745,41,3,1,2860,3519,2759,2694,2860
18:57:24:888,40,3,2,2862,3516,2764,2696,2862
18:57:25:028,40,3,2,2860,3512,2762,2698,2860
18:57:25:217,40,3,1,2863,3509,2762,2693,2863
18:57:25:344,40,3,1,2865,3502,2765,2691,2865
18:57:25:500,40,3,2,2864,3503,2761,2695,2864
18:57:25:625,40,3,1,2864,3501,2763,2693,2864
18:57:25:811,39,3,2,2867,3495,2764,2697,2867
18:57:25:936,39,3,2,2866,3488,2765,2697,2866
18:57:26:090,39,3,2,2861,3491,2767,2695,2861
18:57:26:214,39,3,1,2861,3482,2762,2693,2861
18:57:26:401,39,3,1,2866,3484,2763,2692,2866
18:57:26:527,39,3,1,2859,3481,2763,2693,2859
18:57:26:718,39,3,2,2864,3478,2762,2695,2864
18:57:26:842,38,3,1,2860,3475,2760,2692,2860
18:57:26:999,38,3,2,2863,3468,2761,2697,2863
18:57:27:123,38,3,2,2865,3464,2763,2696,2865
18:57:27:310,38,3,1,2867,3465,2764,2694,2867
18:57:27:434,38,3,2,2864,3460,2761,2697,2864
18:57:27:590,38,3,2,2863,3458,2758,2699,2863
18:57:27:715,38,3,1,2865,3456,2764,2690,2865
18:57:27:902,37,3,2,2862,3455,2761,2697,2862
18:57:28:026,37,3,1,2860,3448,2763,2689,2860
18:57:28:217,37,3,2,2860,3447,2759,2695,2860
18:57:28:340,37,3,2,2865,3444,2760,2695,2865
18:57:28:497,37,3,1,2860,3441,2762,2693,2860
18:57:28:622,37,3,2,2861,3438,2759,2697,2861
18:57:28:811,36,3,1,2863,3431,2762,2694,2863
18:57:28:936,36,3,2,2864,3433,2763,2695,2864
18:57:29:120,36,3,2,2863,3428,2764,2696,2863
18:57:29:245,36,3,2,2863,3425,2760,2696,2863
18:57:29:400,36,3,2,2862,3425,2766,2695,2862
18:57:29:526,36,3,1,2862,3421,2764,2694,2862
18:57:29:713,36,3,1,2863,3415,2758,2691,2863
18:57:29:837,35,3,1,2861,3413,2763,2694,2861
18:57:29:992,35,3,1,2858,3410,2761,2690,2858
18:57:30:118,35,3,1,2861,3408,2762,2690,2861
18:57:30:307,35,3,2,2863,3405,2765,2695,2863
18:57:30:433,35,3,2,2859,3405,2758,2697,2859
18:57:30:619,35,3,2,2862,3398,2761,2698,2862
18:57:30:744,35,3,2,2863,3396,2764,2697,2863
18:57:30:900,35,3,1,2862,3393,2757,2691,2862
18:57:31:025,34,3,1,2860,3388,2764,2694,2860
18:57:31:214,34,3,2,2859,3388,2760,2699,2859
18:57:31:341,34,2,2,2862,3384,2756,2697,2862
18:57:31:497,34,3,2,2863,3382,2763,2696,2863
18:57:31:620,34,3,1,2862,3381,2765,2694,2862
18:57:31:807,34,3,2,2864,3374,2762,2699,2864
18:57:31:934,33,3,1,2862,3370,2760,2693,2862
18:57:32:118,33,3,2,2863,3370,2766,2695,2863
18:57:32:244,33,3,1,2863,3370,2760,2692,2863
18:57:32:400,33,3,1,2860,3367,2763,2692,2860
18:57:32:525,33,3,1,2861,3362,2764,2693,2861
18:57:32:713,33,3,1,2858,3359,2759,2693,2858
18:57:32:836,33,3,1,2861,3356,2761,2694,2861
18:57:33:024,33,3,1,2863,3355,2763,2693,2863
18:57:33:149,33,3,1,2859,3351,2761,2690,2859
18:57:33:304,33,3,2,2862,3350,2763,2696,2862
18:57:33:430,32,3,2,2865,3344,2759,2695,2865
18:57:33:618,32,3,2,2860,3342,2764,2695,2860
18:57:33:742,32,3,1,2859,3339,2760,2692,2859
18:57:33:895,32,3,1,2862,3338,2765,2691,2862
18:57:34:020,32,3,1,2861,3337,2761,2693,2861
18:57:34:207,32,3,1,2861,3333,2761,2693,2861
18:57:34:333,32,3,1,2865,3333,2760,2694,2865
18:57:34:519,31,3,1,2864,3326,2758,2693,2864
18:57:34:644,31,3,2,2861,3326,2762,2696,2861
18:57:34:800,31,3,2,2859,3322,2761,2698,2859
18:57:34:924,31,3,1,2860,3317,2762,2693,2860
18:57:35:111,31,3,1,2859,3316,2761,2694,2859
18:57:35:236,31,3,2,2862,3313,2757,2697,2862
18:57:35:423,31,3,1,2860,3308,2759,2694,2860
18:57:35:550,31,3,1,2860,3309,2760,2690,2860
18:57:35:705,30,3,2,2861,3307,2763,2695,2861
18:57:35:833,30,3,1,2864,3302,2764,2693,2864
18:57:36:021,30,3,1,2862,3301,2762,2690,2862
18:57:36:145,30,3,2,2862,3298,2763,2695,2862
18:57:36:302,30,3,1,2860,3295,2760,2694,2860
18:57:36:426,30,3,2,2860,3298,2764,2697,2860
18:57:36:616,30,3,1,2858,3292,2764,2693,2858
18:57:36:739,30,3,1,2857,3288,2758,2694,2857
18:57:36:896,29,3,1,2860,3286,2764,2691,2860
18:57:37:021,29,3,2,2863,3283,2759,2695,2863
18:57:37:206,29,3,1,2865,3280,2758,2692,2865
18:57:37:333,29,3,2,2862,3277,2764,2695,2862
18:57:37:520,29,3,1,2857,3275,2763,2694,2857
18:57:37:645,29,3,1,2858,3272,2759,2694,2858
18:57:37:799,29,3,1,2859,3271,2761,2692,2859
18:57:37:922,28,3,2,2858,3265,2759,2697,2858
18:57:38:110,28,3,2,2861,3263,2762,2695,2861
18:57:38:235,28,3,1,2859,3263,2761,2693,2859
18:57:38:422,28,3,2,2862,3259,2759,2697,2862
18:57:38:545,28,3,1,2859,3261,2760,2694,2859
18:57:38:701,28,3,2,2858,3258,2760,2699,2858
18:57:38:825,28,3,2,2862,3252,2759,2696,2862
18:57:39:011,28,3,1,2860,3248,2760,2692,2860
18:57:39:134,28,3,1,2859,3248,2761,2694,2859
18:57:39:322,27,3,1,2860,3244,2760,2692,2860
18:57:39:447,28,3,1,2859,3245,2761,2694,2859
18:57:39:603,28,3,1,2860,3245,2761,2691,2860
18:57:39:729,27,3,1,2858,3237,2760,2694,2858
18:57:39:916,27,3,1,2861,3235,2760,2691,2861
18:57:40:042,27,3,1,2858,3234,2761,2693,2858
18:57:40:199,27,3,1,2860,3228,2759,2694,2860
18:57:40:324,27,3,2,2859,3225,2761,2697,2859
18:57:40:512,26,3,1,2858,3222,2763,2693,2858
18:57:40:638,26,3,1,2858,3223,2761,2690,2858
18:57:40:826,26,3,1,2859,3223,2762,2692,2859
18:57:40:949,26,3,1,2857,3222,2761,2691,2857
18:57:41:105,26,3,1,2859,3219,2760,2693,2859
18:57:41:232,26,3,1,2863,3213,2764,2693,2863
18:57:41:416,26,3,1,2860,3211,2762,2694,2860
18:57:41:542,26,3,2,2860,3208,2762,2695,2860
18:57:41:699,26,3,2,2856,3207,2761,2695,2856
18:57:41:823,26,3,1,2856,3206,2760,2691,2856
18:57:42:011,25,3,2,2863,3202,2761,2696,2863
18:57:42:137,25,3,1,2851,3197,2764,2692,2851
18:57:42:327,25,3,1,2857,3196,2765,2693,2857
18:57:42:451,25,3,1,2860,3195,2758,2694,2860
18:57:42:607,25,3,1,2856,3192,2763,2693,2856
18:57:42:733,25,3,1,2860,3191,2759,2694,2860
18:57:42:919,25,3,1,2858,3189,2761,2694,2858
18:57:43:045,25,3,1,2860,3188,2764,2694,2860
18:57:43:201,25,3,1,2857,3186,2758,2689,2857
18:57:43:325,25,3,1,2861,3185,2761,2690,2861
18:57:43:512,24,3,1,2859,3177,2762,2693,2859
18:57:43:635,24,3,1,2858,3178,2758,2694,2858
18:57:43:822,24,3,1,2859,3174,2759,2692,2859
18:57:43:948,24,3,2,2854,3169,2762,2695,2854
18:57:44:101,24,3,1,2858,3171,2761,2692,2858
18:57:44:224,24,3,1,2858,3167,2760,2694,2858
18:57:44:410,24,3,1,2858,3168,2762,2694,2858
18:57:44:536,24,3,1,2856,3162,2759,2691,2856
18:57:44:721,23,2,2,2858,3160,2756,2695,2858
18:57:44:849,24,3,1,2859,3163,2758,2694,2859
18:57:45:003,23,3,1,2854,3160,2763,2692,2854
18:57:45:128,23,3,2,2858,3155,2765,2695,2858
18:57:45:315,23,3,2,2853,3156,2762,2696,2853
18:57:45:439,23,3,1,2860,3151,2758,2694,2860
18:57:45:626,23,3,1,2860,3148,2763,2689,2860
18:57:45:750,23,3,2,2861,3145,2766,2697,2861
18:57:45:906,23,3,1,2857,3142,2758,2694,2857
18:57:46:033,23,3,1,2858,3145,2760,2693,2858
18:57:46:220,22,3,2,2858,3139,2760,2697,2858
18:57:46:345,22,3,1,2862,3138,2763,2691,2862
18:57:46:500,22,3,1,2856,3139,2763,2691,2856
18:57:46:626,22,3,1,2861,3135,2758,2693,2861
18:57:46:810,22,3,1,2862,3130,2759,2691,2862
18:57:46:934,22,3,1,2859,3130,2759,2692,2859
18:57:47:122,22,3,1,2859,3129,2763,2691,2859
18:57:47:248,22,3,1,2856,3127,2763,2693,2856
18:57:47:401,22,3,1,2858,3126,2763,2688,2858
18:57:47:526,22,3,1,2859,3120,2761,2692,2859
18:57:47:715,21,3,1,2857,3118,2760,2690,2857
18:57:47:839,22,3,1,2857,3120,2763,2690,2857
18:57:48:024,21,3,1,2855,3118,2762,2692,2855
18:57:48:149,21,3,1,2855,3113,2760,2688,2855
18:57:48:305,21,3,1,2860,3110,2762,2689,2860
18:57:48:432,21,3,1,2861,3107,2757,2693,2861
18:57:48:616,21,3,1,2858,3109,2763,2693,2858
18:57:48:741,21,3,1,2859,3103,2757,2692,2859
18:57:48:929,21,3,1,2862,3100,2761,2693,2862
18:57:49:053,21,3,1,2860,3100,2757,2690,2860
18:57:49:207,21,3,1,2861,3101,2761,2693,2861
18:57:49:332,20,3,1,2860,3097,2759,2693,2860
18:57:49:520,20,3,1,2863,3092,2763,2691,2863
18:57:49:645,20,3,1,2857,3094,2764,2694,2857
18:57:49:831,20,3,1,2858,3095,2757,2693,2858
18:57:49:954,20,3,1,2859,3090,2758,2693,2859
18:57:50:108,20,3,1,2860,3089,2762,2690,2860
18:57:50:231,20,3,1,2861,3085,2759,2690,2861
18:57:50:418,20,3,1,2857,3081,2761,2690,2857
18:57:50:543,20,3,1,2859,3083,2760,2687,2859
18:57:50:731,19,3,1,2858,3076,2762,2690,2858
18:57:50:857,19,3,1,2858,3073,2759,2689,2858
18:57:51:014,20,2,1,2857,3077,2756,2691,2857
18:57:51:139,19,3,2,2856,3071,2762,2696,2856
18:57:51:325,19,3,1,2858,3069,2762,2692,2858
18:57:51:450,19,3,1,2860,3071,2759,2694,2860
